crsCode980485|deptId477869|crsName660042|descr521087
crsCode877741|deptId596648|crsName403010|descr490533
crsCode259942|deptId267529|crsName19036|descr524875
crsCode556645|deptId25612|crsName581972|descr880351
crsCode359318|deptId533937|crsName544360|descr465696
crsCode584680|deptId280755|crsName971066|descr366419
crsCode393848|deptId310565|crsName971664|descr942515
crsCode282207|deptId784824|crsName118693|descr2693
crsCode681237|deptId392793|crsName709545|descr392202
crsCode939392|deptId719287|crsName559708|descr807886
crsCode616669|deptId359330|crsName799234|descr423710
crsCode734538|deptId817743|crsName301188|descr401943
crsCode150637|deptId533752|crsName594019|descr902616
crsCode118277|deptId47712|crsName668697|descr397209
crsCode195531|deptId137332|crsName201486|descr363349
crsCode432132|deptId678349|crsName835316|descr610083
crsCode326950|deptId536787|crsName118591|descr19427
crsCode591076|deptId814971|crsName782532|descr68115
crsCode83864|deptId607728|crsName445933|descr706369
crsCode530124|deptId87504|crsName630295|descr146459
crsCode316965|deptId350477|crsName232712|descr20770
crsCode803437|deptId82612|crsName527376|descr745405
crsCode901308|deptId160906|crsName392251|descr939434
crsCode275585|deptId570002|crsName14063|descr808079
crsCode170418|deptId215532|crsName842089|descr414447
crsCode513230|deptId442520|crsName321743|descr429560
crsCode511819|deptId1559|crsName990257|descr907128
crsCode102946|deptId481010|crsName640672|descr577264
crsCode49907|deptId424212|crsName246827|descr730241
crsCode743893|deptId850898|crsName846067|descr743171
crsCode706302|deptId912587|crsName894186|descr661429
crsCode379276|deptId199019|crsName82668|descr827854
crsCode244270|deptId757385|crsName746553|descr62194
crsCode123570|deptId229488|crsName828431|descr441408
crsCode876395|deptId888123|crsName354016|descr541128
crsCode490750|deptId878682|crsName874229|descr571418
crsCode154761|deptId723185|crsName44895|descr385402
crsCode511345|deptId186079|crsName631637|descr743279
crsCode574727|deptId718364|crsName644463|descr980858
crsCode472791|deptId962363|crsName961854|descr715556
crsCode326604|deptId821071|crsName982406|descr510128
crsCode708611|deptId449002|crsName913433|descr15152
crsCode492010|deptId21952|crsName58128|descr119028
crsCode682453|deptId134635|crsName331817|descr235805
crsCode815325|deptId958728|crsName841336|descr217615
crsCode996789|deptId880574|crsName783115|descr150405
crsCode553482|deptId157983|crsName145119|descr733566
crsCode424662|deptId496870|crsName931256|descr491413
crsCode604162|deptId758496|crsName9505|descr796654
crsCode557622|deptId445608|crsName428544|descr369420
crsCode537726|deptId33163|crsName581909|descr512832
crsCode772698|deptId35146|crsName295823|descr328316
crsCode914466|deptId851517|crsName635659|descr874694
crsCode291796|deptId800276|crsName581738|descr780360
crsCode302460|deptId978041|crsName799245|descr899716
crsCode719998|deptId900433|crsName69616|descr72228
crsCode376643|deptId89058|crsName158240|descr798703
crsCode833918|deptId168335|crsName113754|descr173656
crsCode769050|deptId737086|crsName402498|descr127281
crsCode776322|deptId218010|crsName663357|descr698877
crsCode717708|deptId961972|crsName81771|descr266786
crsCode472387|deptId140740|crsName319812|descr707325
crsCode99727|deptId233614|crsName379982|descr556624
crsCode821763|deptId334048|crsName756344|descr346262
crsCode347779|deptId801464|crsName918934|descr429624
crsCode997648|deptId774786|crsName385018|descr246936
crsCode608242|deptId347134|crsName554347|descr324298
crsCode459009|deptId860032|crsName146309|descr204706
crsCode112591|deptId637329|crsName440173|descr231592
crsCode125429|deptId658035|crsName875630|descr118888
crsCode677881|deptId105922|crsName759669|descr890150
crsCode131737|deptId197494|crsName780069|descr782575
crsCode924855|deptId250693|crsName864920|descr690827
crsCode580384|deptId636773|crsName102515|descr841167
crsCode805882|deptId594351|crsName352485|descr751119
crsCode893258|deptId292703|crsName661884|descr292592
crsCode596576|deptId39224|crsName67428|descr309786
crsCode261279|deptId459461|crsName237884|descr142733
crsCode986221|deptId79353|crsName418966|descr13387
crsCode351475|deptId718584|crsName992203|descr323571
crsCode752145|deptId784367|crsName852985|descr606446
crsCode380386|deptId769822|crsName381339|descr963074
crsCode62695|deptId201142|crsName701251|descr921476
crsCode416082|deptId935068|crsName328374|descr408234
crsCode886129|deptId706189|crsName53924|descr437887
crsCode321781|deptId350685|crsName427074|descr33967
crsCode784095|deptId859928|crsName248838|descr458370
crsCode730374|deptId501577|crsName149247|descr459174
crsCode540231|deptId644120|crsName275726|descr109860
crsCode107785|deptId566094|crsName800900|descr444085
crsCode222635|deptId745333|crsName50458|descr53294
crsCode410125|deptId122075|crsName782215|descr621654
crsCode921528|deptId196661|crsName784450|descr685912
crsCode188971|deptId226399|crsName235604|descr530323
crsCode676419|deptId5953|crsName354520|descr278863
crsCode40773|deptId201742|crsName620242|descr191755
crsCode292747|deptId916518|crsName591274|descr133362
crsCode803274|deptId696475|crsName885700|descr401835
crsCode877180|deptId9233|crsName969725|descr904719
crsCode35566|deptId217407|crsName682051|descr177782
crsCode747560|deptId332306|crsName130705|descr428842
crsCode354548|deptId984688|crsName946630|descr437181
crsCode431309|deptId914585|crsName963041|descr956983
crsCode727589|deptId511914|crsName479195|descr91495
crsCode763603|deptId889788|crsName970337|descr231450
crsCode935640|deptId603497|crsName337645|descr482282
crsCode573580|deptId555502|crsName304832|descr670446
crsCode556522|deptId203564|crsName854206|descr66895
crsCode953461|deptId554569|crsName181093|descr177338
crsCode377477|deptId517620|crsName387947|descr380465
crsCode321649|deptId938821|crsName169204|descr273725
crsCode268634|deptId693442|crsName913581|descr46270
crsCode311634|deptId845630|crsName155208|descr505378
crsCode109288|deptId810587|crsName957972|descr42484
crsCode467025|deptId304369|crsName952248|descr425420
crsCode428917|deptId974663|crsName239628|descr232805
crsCode956051|deptId718014|crsName20691|descr129675
crsCode665873|deptId709198|crsName448281|descr854771
crsCode683364|deptId442151|crsName817830|descr244965
crsCode872984|deptId164409|crsName887004|descr3860
crsCode502076|deptId354959|crsName985138|descr414158
crsCode868846|deptId174998|crsName33293|descr532238
crsCode511359|deptId468476|crsName313784|descr145199
crsCode753922|deptId622836|crsName965888|descr702779
crsCode743990|deptId160406|crsName564847|descr30114
crsCode579725|deptId509538|crsName895907|descr472070
crsCode530328|deptId950949|crsName289865|descr792435
crsCode226514|deptId403316|crsName765115|descr703020
crsCode556422|deptId525077|crsName551924|descr435872
crsCode408093|deptId87870|crsName280428|descr849084
crsCode93704|deptId907317|crsName271317|descr306394
crsCode41926|deptId9110|crsName704304|descr740759
crsCode112402|deptId144179|crsName926604|descr297538
crsCode694381|deptId598165|crsName241436|descr825775
crsCode836931|deptId695457|crsName293940|descr480172
crsCode640893|deptId73558|crsName646624|descr618891
crsCode196258|deptId587251|crsName669025|descr648158
crsCode597994|deptId552566|crsName255365|descr473921
crsCode789409|deptId257534|crsName325281|descr514705
crsCode407477|deptId229778|crsName668462|descr151227
crsCode325916|deptId574650|crsName870462|descr297007
crsCode32036|deptId894603|crsName772121|descr718898
crsCode459032|deptId797569|crsName627192|descr149459
crsCode249740|deptId365252|crsName173917|descr544437
crsCode622918|deptId115597|crsName840077|descr126283
crsCode17161|deptId726498|crsName804652|descr965539
crsCode11839|deptId162685|crsName834995|descr163993
crsCode9346|deptId399947|crsName930576|descr959212
crsCode206663|deptId56912|crsName799962|descr946989
crsCode904935|deptId952423|crsName793838|descr523923
crsCode206219|deptId847207|crsName6955|descr4780
crsCode157300|deptId41506|crsName499720|descr771758
crsCode21925|deptId4615|crsName57293|descr293100
crsCode850477|deptId890279|crsName79028|descr268452
crsCode749781|deptId115348|crsName455453|descr286453
crsCode986978|deptId332581|crsName699368|descr757293
crsCode585287|deptId811223|crsName282547|descr83968
crsCode661162|deptId520718|crsName913776|descr292310
crsCode388945|deptId158201|crsName806305|descr630971
crsCode19817|deptId767443|crsName766067|descr589306
crsCode719603|deptId594373|crsName681012|descr21187
crsCode175691|deptId684136|crsName7731|descr928713
crsCode199703|deptId980457|crsName28787|descr786665
crsCode27592|deptId18374|crsName693771|descr428740
crsCode471248|deptId410741|crsName173661|descr482861
crsCode140256|deptId472675|crsName530801|descr512062
crsCode811292|deptId314649|crsName762349|descr879621
crsCode677534|deptId692731|crsName288371|descr215452
crsCode799076|deptId70699|crsName534679|descr235926
crsCode281687|deptId65994|crsName851387|descr508565
crsCode551033|deptId647326|crsName737609|descr383097
crsCode560490|deptId582863|crsName347341|descr86707
crsCode259094|deptId763276|crsName761773|descr183863
crsCode515070|deptId32395|crsName464645|descr680336
crsCode526050|deptId462189|crsName333667|descr850189
crsCode186696|deptId636991|crsName120988|descr80665
crsCode401132|deptId914909|crsName662729|descr336169
crsCode178501|deptId856945|crsName215586|descr588942
crsCode666287|deptId297497|crsName745717|descr998890
crsCode249|deptId946279|crsName944962|descr389567
crsCode235789|deptId46210|crsName930870|descr671331
crsCode810744|deptId237993|crsName760066|descr556816
crsCode519062|deptId889752|crsName834264|descr609560
crsCode869467|deptId692227|crsName491394|descr644149
crsCode419072|deptId792063|crsName820254|descr919614
crsCode335240|deptId975680|crsName659386|descr839990
crsCode332461|deptId317629|crsName649736|descr827391
crsCode166188|deptId444272|crsName400958|descr974188
crsCode352938|deptId336377|crsName441997|descr32052
crsCode293569|deptId317410|crsName113467|descr101313
crsCode803052|deptId356221|crsName249375|descr6312
crsCode345611|deptId395434|crsName485049|descr879220
crsCode558290|deptId874293|crsName43819|descr554715
crsCode929876|deptId874780|crsName731800|descr130386
crsCode956328|deptId344557|crsName770968|descr330620
crsCode652597|deptId282190|crsName773269|descr781693
crsCode973024|deptId742167|crsName264965|descr678126
crsCode86030|deptId169689|crsName860036|descr641193
crsCode375320|deptId223938|crsName860493|descr321539
crsCode934923|deptId252824|crsName115220|descr489369
crsCode560920|deptId602659|crsName986756|descr210115
crsCode941407|deptId116904|crsName635920|descr351846
crsCode798290|deptId537167|crsName356280|descr428838
crsCode538761|deptId335782|crsName386330|descr213752
crsCode76770|deptId616126|crsName381938|descr565589
crsCode102675|deptId373427|crsName812272|descr304778
crsCode519502|deptId755338|crsName519541|descr399916
crsCode786703|deptId383283|crsName323369|descr694954
crsCode926021|deptId982189|crsName368315|descr763323
crsCode270235|deptId120136|crsName353718|descr184310
crsCode231905|deptId333254|crsName586493|descr106688
crsCode402588|deptId301787|crsName369891|descr370655
crsCode411814|deptId851540|crsName255657|descr814125
crsCode793923|deptId267988|crsName979157|descr586473
crsCode520258|deptId798200|crsName830379|descr264488
crsCode634701|deptId997084|crsName521099|descr685161
crsCode794829|deptId151927|crsName154598|descr199621
crsCode86460|deptId108642|crsName718622|descr674437
crsCode541960|deptId949558|crsName42874|descr243150
crsCode223073|deptId776722|crsName643010|descr799799
crsCode520736|deptId808572|crsName253181|descr502395
crsCode596243|deptId12831|crsName234821|descr210570
crsCode787433|deptId634034|crsName332292|descr499130
crsCode860855|deptId91962|crsName840653|descr771418
crsCode782500|deptId135333|crsName918745|descr341159
crsCode304503|deptId167063|crsName210396|descr74904
crsCode519291|deptId13955|crsName497475|descr858068
crsCode168141|deptId554735|crsName863053|descr391364
crsCode841218|deptId193561|crsName152515|descr217282
crsCode804727|deptId301368|crsName318805|descr192176
crsCode811382|deptId633307|crsName172563|descr761894
crsCode733569|deptId271854|crsName443332|descr173379
crsCode73023|deptId832988|crsName769383|descr815332
crsCode252928|deptId49294|crsName566980|descr660531
crsCode921199|deptId293648|crsName932653|descr484375
crsCode107795|deptId402709|crsName368918|descr6409
crsCode652865|deptId633297|crsName768270|descr909575
crsCode570274|deptId471172|crsName785817|descr516961
crsCode11421|deptId720983|crsName297388|descr680496
crsCode922081|deptId946527|crsName791173|descr924582
crsCode748048|deptId679294|crsName138212|descr520641
crsCode19659|deptId574632|crsName85929|descr256154
crsCode48726|deptId104579|crsName695115|descr636762
crsCode143464|deptId668904|crsName474802|descr579211
crsCode481682|deptId784199|crsName45747|descr405452
crsCode286473|deptId817767|crsName770726|descr730591
crsCode448146|deptId485386|crsName582820|descr518941
crsCode734409|deptId202926|crsName172770|descr992457
crsCode124173|deptId959728|crsName70437|descr848193
crsCode796171|deptId778316|crsName226465|descr741328
crsCode189542|deptId333183|crsName813746|descr242529
crsCode280896|deptId238029|crsName438070|descr272142
crsCode416616|deptId489311|crsName692293|descr224407
crsCode813664|deptId304772|crsName284813|descr532527
crsCode526985|deptId646424|crsName516751|descr553327
crsCode918829|deptId861186|crsName159664|descr936238
crsCode709673|deptId890199|crsName308925|descr884328
crsCode740469|deptId133084|crsName515582|descr266778
crsCode694034|deptId106664|crsName706677|descr717936
crsCode733711|deptId287144|crsName97780|descr555734
crsCode14583|deptId568316|crsName473304|descr667435
crsCode798362|deptId26687|crsName810917|descr763156
crsCode369398|deptId814309|crsName820927|descr669741
crsCode548674|deptId333181|crsName833219|descr975449
crsCode136984|deptId455061|crsName44736|descr368890
crsCode61053|deptId525116|crsName238422|descr349564
crsCode498766|deptId591970|crsName797417|descr137548
crsCode272392|deptId518812|crsName220033|descr21159
crsCode954035|deptId106308|crsName980097|descr597197
crsCode509740|deptId355454|crsName749953|descr9748
crsCode306126|deptId862357|crsName74955|descr507800
crsCode143612|deptId665731|crsName843951|descr818320
crsCode329102|deptId745615|crsName232451|descr667324
crsCode136022|deptId850065|crsName301883|descr425274
crsCode152334|deptId443281|crsName36576|descr722040
crsCode622175|deptId646030|crsName161136|descr987076
crsCode244304|deptId924634|crsName415251|descr455744
crsCode255113|deptId133986|crsName427957|descr442225
crsCode70787|deptId237452|crsName313028|descr957110
crsCode37775|deptId870009|crsName757704|descr580629
crsCode961855|deptId769834|crsName735385|descr982065
crsCode533045|deptId847102|crsName496962|descr17304
crsCode353990|deptId443609|crsName685489|descr811449
crsCode168010|deptId772641|crsName106775|descr355251
crsCode863363|deptId517794|crsName529698|descr621384
crsCode279783|deptId873617|crsName823700|descr849520
crsCode984715|deptId949998|crsName720768|descr683018
crsCode984366|deptId435586|crsName463201|descr464493
crsCode839968|deptId664456|crsName101015|descr512349
crsCode868237|deptId454952|crsName901631|descr493977
crsCode60074|deptId598686|crsName5421|descr444305
crsCode963131|deptId639994|crsName47241|descr293237
crsCode853246|deptId107008|crsName544579|descr937705
crsCode278584|deptId482159|crsName340468|descr3861
crsCode874841|deptId788959|crsName624915|descr521624
crsCode392654|deptId581635|crsName55760|descr429468
crsCode19940|deptId411023|crsName904656|descr467780
crsCode213076|deptId53107|crsName715142|descr991811
crsCode390639|deptId653892|crsName855851|descr840454
crsCode626471|deptId769084|crsName557593|descr133137
crsCode778487|deptId356056|crsName126729|descr967272
crsCode326384|deptId126688|crsName782055|descr578467
crsCode629985|deptId379907|crsName197583|descr838693
crsCode514019|deptId758176|crsName364135|descr205350
crsCode715902|deptId19681|crsName468633|descr481259
crsCode274811|deptId675970|crsName683819|descr246743
crsCode947272|deptId449008|crsName132924|descr235036
crsCode609089|deptId789068|crsName666717|descr613770
crsCode256673|deptId491214|crsName479753|descr646408
crsCode485700|deptId528838|crsName536451|descr876832
crsCode875736|deptId500862|crsName420683|descr757811
crsCode966048|deptId851772|crsName149756|descr264590
crsCode181220|deptId537060|crsName567941|descr810261
crsCode59513|deptId465017|crsName441922|descr722332
crsCode538664|deptId179652|crsName502518|descr936277
crsCode251326|deptId922893|crsName982247|descr855267
crsCode302960|deptId665222|crsName390614|descr886669
crsCode316904|deptId911176|crsName767514|descr795278
crsCode156912|deptId77620|crsName732184|descr515977
crsCode983674|deptId706684|crsName203809|descr652761
crsCode693193|deptId169082|crsName445992|descr551943
crsCode406720|deptId388222|crsName542110|descr227669
crsCode611717|deptId111013|crsName620652|descr218103
crsCode725330|deptId463076|crsName584268|descr160737
crsCode746712|deptId274404|crsName391813|descr355387
crsCode549200|deptId827016|crsName847041|descr433586
crsCode983903|deptId51338|crsName579724|descr459496
crsCode844836|deptId219651|crsName731179|descr778635
crsCode546210|deptId744201|crsName431319|descr64835
crsCode39429|deptId968562|crsName335573|descr119685
crsCode508627|deptId485687|crsName164851|descr83717
crsCode317360|deptId986356|crsName462305|descr517640
crsCode913037|deptId938060|crsName977193|descr39383
crsCode654191|deptId837546|crsName958348|descr455247
crsCode288472|deptId409250|crsName976187|descr265430
crsCode88596|deptId880949|crsName115887|descr62312
crsCode729761|deptId193459|crsName798949|descr920719
crsCode871227|deptId796155|crsName476345|descr126001
crsCode847748|deptId629086|crsName640286|descr765891
crsCode111821|deptId591202|crsName884600|descr475292
crsCode474564|deptId980067|crsName867926|descr922340
crsCode645626|deptId778067|crsName711311|descr742955
crsCode194382|deptId54945|crsName995320|descr836054
crsCode424123|deptId307320|crsName973375|descr412148
crsCode516796|deptId887326|crsName716391|descr644846
crsCode861464|deptId598525|crsName406112|descr784861
crsCode795853|deptId85439|crsName258498|descr581878
crsCode433309|deptId227026|crsName827046|descr238432
crsCode51759|deptId89099|crsName783073|descr190630
crsCode683620|deptId100454|crsName641502|descr91144
crsCode713848|deptId939884|crsName851095|descr935212
crsCode784976|deptId704813|crsName617008|descr886770
crsCode318694|deptId603821|crsName466992|descr790117
crsCode643917|deptId708955|crsName881436|descr891149
crsCode13219|deptId16764|crsName460082|descr74081
crsCode657683|deptId726119|crsName589119|descr555161
crsCode369028|deptId899305|crsName842077|descr872930
crsCode421410|deptId255688|crsName491853|descr259179
crsCode791495|deptId387301|crsName917101|descr432285
crsCode819525|deptId487035|crsName746005|descr342503
crsCode836114|deptId706244|crsName757908|descr995830
crsCode285265|deptId380410|crsName30530|descr108548
crsCode391993|deptId116090|crsName928194|descr407240
crsCode977380|deptId829189|crsName731095|descr402699
crsCode806518|deptId847713|crsName922783|descr975579
crsCode738344|deptId538141|crsName607343|descr741464
crsCode823216|deptId259121|crsName715213|descr222635
crsCode814095|deptId627075|crsName514884|descr396695
crsCode607286|deptId984902|crsName370856|descr347687
crsCode653526|deptId530237|crsName870694|descr169543
crsCode16451|deptId201886|crsName958599|descr313007
crsCode372228|deptId913617|crsName681921|descr369402
crsCode925945|deptId403031|crsName233146|descr84437
crsCode117289|deptId649800|crsName497754|descr185619
crsCode424424|deptId315253|crsName426059|descr919196
crsCode634017|deptId164844|crsName536912|descr474566
crsCode368518|deptId806553|crsName668543|descr591548
crsCode530769|deptId43017|crsName937052|descr143450
crsCode465589|deptId588362|crsName189716|descr447643
crsCode534502|deptId297071|crsName988499|descr998122
crsCode875778|deptId989424|crsName674946|descr175060
crsCode506394|deptId111789|crsName931680|descr494879
crsCode124129|deptId932243|crsName401468|descr187828
crsCode162800|deptId160664|crsName40141|descr492087
crsCode550516|deptId346080|crsName189166|descr779255
crsCode819445|deptId275265|crsName888312|descr292289
crsCode690435|deptId809956|crsName107454|descr460623
crsCode64895|deptId563970|crsName333727|descr178654
crsCode319491|deptId510606|crsName552012|descr595037
crsCode727151|deptId846770|crsName976599|descr356545
crsCode21009|deptId14321|crsName133299|descr239349
crsCode112048|deptId640747|crsName990158|descr302255
crsCode430326|deptId576831|crsName612936|descr251870
crsCode460279|deptId183690|crsName60302|descr543744
crsCode429922|deptId285198|crsName106264|descr123535
crsCode106371|deptId179887|crsName261371|descr985179
crsCode275890|deptId372694|crsName135851|descr803699
